"SkillName","NormalizedName","NameSource","RootPath","HasSkill","SkillPath","SkillSha256","HasManifest","ManifestPath","ManifestSha256","ManifestValid","ManifestNamePresent","ManifestError","AuditStatus"
"consistency-driven-operator","consistency-driven-operator","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\consistency-driven-operator","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\consistency-driven-operator\SKILL.md","E5707D347582F3244A8BF9B33576A0FD7B3D78CC444A6D3A8DE6E803AD1CDE6F","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\consistency-driven-operator\manifest.json","1C230BE1070766557A66655330B2E4235D33916EF669574812CAE933ED7700DC","True","True","","COMPLETE_CANDIDATE"
"constraint-driven-design","constraint-driven-design","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\constraint-driven-design","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\constraint-driven-design\SKILL.md","1E94F0CB38DBA431DAF6F7128389069915567AEEEA4823814CA5928E1BA2E3AD","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\constraint-driven-design\manifest.json","3BE4B2C2EF34B637A37BBFD285DEBD09B9F4847343CA0206283D5E4DBE033F86","True","True","","COMPLETE_CANDIDATE"
"constraint-identification","constraint-identification","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\constraint-identification","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\constraint-identification\SKILL.md","F4C649190C5A98F83A0448B7967F66D3252B17ACCE6F3A723F90156D114C3B26","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\constraint-identification\manifest.json","C930F35E25C492206564B31DF7A7B409F951C538825CF4C29888DB849439B6E0","True","True","","COMPLETE_CANDIDATE"
"construction-estimator","construction-estimator","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\construction-estimator","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\construction-estimator\SKILL.md","EC8CA9D491C99577D3F33FF2C822AA33936C98C433C1283C2AC8D7FB338D7F04","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\construction-estimator\manifest.json","877FE66E5265713D2E319881BA7A9184F1FC3E07A12CA5119DCC31A2ABA6D0DF","True","True","","COMPLETE_CANDIDATE"
"construction-manager","construction-manager","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\construction-manager","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\construction-manager\SKILL.md","2920CFF4DC3009D8B6F26310CBAF51A620C0A94614DBC967A1D0537B1D1F292A","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\construction-manager\manifest.json","392D723E8EB4C111AA3D86B0FAEEB39516236E57054B789B069FF9A16C2CF033","True","True","","COMPLETE_CANDIDATE"
"content-concept-creation","content-concept-creation","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\content-concept-creation","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\content-concept-creation\SKILL.md","8688AAAAF09766C402A54D1C6E37B5F50343186D9915F843A6E4C41D04AC4CB8","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\content-concept-creation\manifest.json","41E7A0AEE7A0E85F938275CD6B5C333FA0E56BA916AA20DB65BEF5CFC4498A27","True","True","","COMPLETE_CANDIDATE"
"content-marketer","content-marketer","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\content-marketer","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\content-marketer\SKILL.md","69DF35982FCA012183D1DB37ABB4B47175332C1370FCE5D50C5BBBE02DA9C3C1","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\content-marketer\manifest.json","83CA634492DAAEE3010F7260090762802F841C712C24E2BEF07F94B9E2C4B3D6","True","True","","COMPLETE_CANDIDATE"
"contextual-understanding","contextual-understanding","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\contextual-understanding","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\contextual-understanding\SKILL.md","FA1280984DCC69C9797BEEC5C33C4E84BFA3705E051F26427FB92992C43C559D","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\contextual-understanding\manifest.json","BA7B34F472D6710359DA5DA9D9CCC97A1B340074AF57F3021AB85C5B6E8F3B95","True","True","","COMPLETE_CANDIDATE"
"contingency-planning","contingency-planning","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\contingency-planning","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\contingency-planning\SKILL.md","23313C7FC5B94753B59FE3174280A9EE9D110A4737578686F444DA1CE507310F","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\contingency-planning\manifest.json","A6812DDEED5594067851DC11E846B9BCFF11A7F1927D533E22B22D92A9A0A16E","True","True","","COMPLETE_CANDIDATE"
"contingent-agreement-design","contingent-agreement-design","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\contingent-agreement-design","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\contingent-agreement-design\SKILL.md","65ED180BF9107A4452DFF12B99F0AF1967F691B3C10AE5885B6842DFCE0D22E7","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\contingent-agreement-design\manifest.json","C1B8349CF3529DEFC69FFCD2C3CBF067BA9C83890AFB8B7A23039F9E8681ABB6","True","True","","COMPLETE_CANDIDATE"
"continuous-improvement-execution","continuous-improvement-execution","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\continuous-improvement-execution","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\continuous-improvement-execution\SKILL.md","0D609D21A2BECF5C8431B4D974A78E6F20F97DD2A0AB8FA944E6504B2E403C82","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\continuous-improvement-execution\manifest.json","63624A86C845CFF15F55E8A54518406EDDD99CDA178F34A8ED8DCD463AF5023A","True","True","","COMPLETE_CANDIDATE"
"contract-analysis","contract-analysis","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\contract-analysis","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\contract-analysis\SKILL.md","08FD846D2DF66D90C433A32B5EAFCC47595169635EC38F24547178979BE9AE71","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\contract-analysis\manifest.json","5465334B4FA1DAD9A60EBDB4215CC3158C088D21E30DC547CD0FE0CF69CAC14E","True","True","","COMPLETE_CANDIDATE"
"contract-manager","contract-manager","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\contract-manager","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\contract-manager\SKILL.md","66591C60A0CB8DF9955FFD52EE415955A4A21BDC68466BC41F9A99AE9C949F6A","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\contract-manager\manifest.json","E4A9B4A7C195802A4824F217333AEFA40BE0A287C6DC0968B65EB6F6531DBC7B","True","True","","COMPLETE_CANDIDATE"
"contract-negotiation","contract-negotiation","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\contract-negotiation","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\contract-negotiation\SKILL.md","20DD94A3BD8AE7BC381551F1F7EA1680F1B9FEA88E2179C605AB237E158D67E2","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\contract-negotiation\manifest.json","9001D7A69E530A961B66E9578AFBAD1FACFA5B71A60B873F2A3C4F5BFBB3658D","True","True","","COMPLETE_CANDIDATE"
"contract-specialist","contract-specialist","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\contract-specialist","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\contract-specialist\SKILL.md","2D4D36C7ED62A590E61403FADF3FEBD5F391A1726BD5D2B8094A8DBA0F03CC79","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\contract-specialist\manifest.json","A515542A809A7A145DAEB755E728DA9B4BE958E0D05BA5CBE23A397666AA7C71","True","True","","COMPLETE_CANDIDATE"
"contrarian-opportunist","contrarian-opportunist","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\contrarian-opportunist","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\contrarian-opportunist\SKILL.md","B78DEDD74626DE27CD5DC3C1C9684FF626803446ABF1E19C5E1DFC8A2DAA1AF7","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\contrarian-opportunist\manifest.json","72503E5CC859DBDE68F1F6940FB35C3D8DAC40018418FA200EF442E07DFCE5FA","True","True","","COMPLETE_CANDIDATE"
"convergent-thinking","convergent-thinking","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\convergent-thinking","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\convergent-thinking\SKILL.md","2FB9B8412DE4D06E3D2D414B27C52D8449F1873F3817FED4E1616D6705580C8E","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\convergent-thinking\manifest.json","3E0D443B256B121C9A6356548B03A74BF55A19E1AB1B34A7DCD2350B96A631A0","True","True","","COMPLETE_CANDIDATE"
"copywriter","copywriter","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\copywriter","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\copywriter\SKILL.md","E3BC6A072026F5A1EA764A34D0A9B77B0513A7F2D0CB821E3DCFEF3C341BFD11","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\copywriter\manifest.json","3396DD81524702524DEA19C7C709A86E2B7B93650ED0613DA2A698E33E75887D","True","True","","COMPLETE_CANDIDATE"
"corporate-development-manager","corporate-development-manager","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\corporate-development-manager","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\corporate-development-manager\SKILL.md","27CC6C161D8BCB9A684DE93D127CAD11ACE52238551BD033551A3F038BFD34ED","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\corporate-development-manager\manifest.json","CD0C8B1065F90BACE657F4435492A5353BB8B2A46352402AA18051F227B07A4C","True","True","","COMPLETE_CANDIDATE"
"corporate-finance-advisor","corporate-finance-advisor","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\corporate-finance-advisor","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\corporate-finance-advisor\SKILL.md","FE2260A4695B6D9EFF4B501ED62CD658FA86DB9469D7270813A4875ECBE35EA7","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\corporate-finance-advisor\manifest.json","14CE5D7519234B199B7C7B752E571B1C03E0BBC249E8BA6A68293F98B6CE2F7C","True","True","","COMPLETE_CANDIDATE"
"corporate-governance-specialist","corporate-governance-specialist","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\corporate-governance-specialist","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\corporate-governance-specialist\SKILL.md","3EB2FA7169D0973E03C81913E6C495BA16FA878077E1EEB82DA0C1983993F73E","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\corporate-governance-specialist\manifest.json","E49B4E8D60312AB71143A4DEB7D54C053D4B10845674E5F12D78181B638A0E53","True","True","","COMPLETE_CANDIDATE"
"correlation-analysis","correlation-analysis","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\correlation-analysis","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\correlation-analysis\SKILL.md","29C58031EA590F408B3A805CD87EAFCC316F71A4E2257EA2816B2782CC1DD9A2","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\correlation-analysis\manifest.json","2B6FE3A44010D19A7413769E5CF8A5AEBC5E4AF757DCCCC3C54858B7C323A67A","True","True","","COMPLETE_CANDIDATE"
"cost-structure-analysis","cost-structure-analysis","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\cost-structure-analysis","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\cost-structure-analysis\SKILL.md","4E5236C8CCD0A021835F60CDF4AF5135E79C58DCE1E62BCD9078573C14830B3B","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\cost-structure-analysis\manifest.json","15C5AF60D0753E38069C86B31DCCA8F6730CD72F6E1F9749565B3880741942A8","True","True","","COMPLETE_CANDIDATE"
"counterfactual-reasoning","counterfactual-reasoning","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\counterfactual-reasoning","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\counterfactual-reasoning\SKILL.md","8F0B739569E49D5337D8104C01A3CAD5930E5E00F2492754A9237E12DFBD1D35","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\counterfactual-reasoning\manifest.json","61AEA8D22091F0E3095FE95EA0715A87980BF5423308F6CE82325A16C7C54EB5","True","True","","COMPLETE_CANDIDATE"
"counteroffer-design","counteroffer-design","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\counteroffer-design","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\counteroffer-design\SKILL.md","F856321C4B4CB69CE6A56BDC568EE4DC41A8124075F8270E067B84E719ABECC4","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\counteroffer-design\manifest.json","8477883315FA5F4947D3D947546719269C23526A1C52DBE193CBE9B3ED43E60D","True","True","","COMPLETE_CANDIDATE"
"cpp-programming","cpp-programming","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\cpp-programming","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\cpp-programming\SKILL.md","1F4DB510DDDC40D0D7FCF664FFA2F8C44E0D120AD68718D3364F376B6B558444","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\cpp-programming\manifest.json","51592E441FC35D492C88ECCE05ACCB361D7DA8A09A68FF2A57B659E3854B3EAE","True","True","","COMPLETE_CANDIDATE"
"c-programming","c-programming","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\c-programming","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\c-programming\SKILL.md","1A192538F1FA14C962E19534E3D1D1C0CFC1F44336ED2E2257E293ED4F859AE7","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\c-programming\manifest.json","47706032BD662D6DEB59C6F45EC6714AAA927CDD74719715166B498F0091FF48","True","True","","COMPLETE_CANDIDATE"
"craftsmanship-minded-operator","craftsmanship-minded-operator","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\craftsmanship-minded-operator","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\craftsmanship-minded-operator\SKILL.md","699FC8E58E983C984DA1289D55761C35ABBD059BE207A01ED57AFE2CFB1E73C8","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\craftsmanship-minded-operator\manifest.json","095D7D46F3206783AAC428AEC7A98CEB94BFC3AE4E8711DD145C4F8C67C1B4A3","True","True","","COMPLETE_CANDIDATE"
"creative-collaboration","creative-collaboration","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\creative-collaboration","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\creative-collaboration\SKILL.md","E87979AD43D12A1F87136637B9B03DBFBD444F1CAF56890BADB0DA8709F6EA6F","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\creative-collaboration\manifest.json","CFCB9A6BD09389B507A1B9337082BC402C4A98DFF86420A83433A888A77BB480","True","True","","COMPLETE_CANDIDATE"
"creative-constraint-use","creative-constraint-use","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\creative-constraint-use","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\creative-constraint-use\SKILL.md","51CF5A7BB1C9997CD28961771C7E7981E1724275097480D6AB34056684200831","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\creative-constraint-use\manifest.json","329FF454714F325A3970AAE9B719437161036232DC59C2096A01FA5D2B99A34D","True","True","","COMPLETE_CANDIDATE"
"creative-direction","creative-direction","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\creative-direction","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\creative-direction\SKILL.md","DB58839B05636F170567D483C0FA6BF19B376BD55BE6E792D519E75813FA03F8","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\creative-direction\manifest.json","3A6B3BD0FBD389A2748A9E4A6E1EB47F4EE361135B9F0DC2AC369FDC9E5F08FD","True","True","","COMPLETE_CANDIDATE"
"creative-experimentation","creative-experimentation","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\creative-experimentation","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\creative-experimentation\SKILL.md","C1BC8AFEED9F53AA1D3C92BCEA4EA955BCC8E9EE1F355D5C3840B55866A908A4","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\creative-experimentation\manifest.json","E82CFBA76A803EC0A3A4CF66253199DECCB54BCFB3BE1C9369323EDE0E9659B1","True","True","","COMPLETE_CANDIDATE"
"creative-iteration","creative-iteration","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\creative-iteration","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\creative-iteration\SKILL.md","23582E01530E3191716D2420FEADDF3399AC6A4347E278FE2220E1868D08AB90","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\creative-iteration\manifest.json","DD7B9F79EE594E811A39054DDE7451461B4E753375DFBD2359B157882BEB148E","True","True","","COMPLETE_CANDIDATE"
"creative-problem-solving","creative-problem-solving","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\creative-problem-solving","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\creative-problem-solving\SKILL.md","D80C932B68B01C86A9C5A2204E0C86A8D672E38C2A8C1345B7A9E41833160631","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\creative-problem-solving\manifest.json","F9CB0FB0B47F61C871C3A9E8843E54F357C6F3316AC83EA1C831BCD165F30024","True","True","","COMPLETE_CANDIDATE"
"creative-reframing","creative-reframing","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\creative-reframing","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\creative-reframing\SKILL.md","99DD881810A8FEAC5680BA25505257244C0F2FE7003A8FEEF33CE15BF6B5A966","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\creative-reframing\manifest.json","52CC2EE87CACDDA3F3B38A52E33126B769DE605FB942C7247958481195C1EC94","True","True","","COMPLETE_CANDIDATE"
"creative-risk-taking","creative-risk-taking","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\creative-risk-taking","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\creative-risk-taking\SKILL.md","C3BA8CB637A3F1766939460CA4FD3386B488C682B9474AE68ED8BCFB11EE1712","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\creative-risk-taking\manifest.json","0F7DFABED484573392A253EC60E83266C4F9BE8F276B4D875E572FBE8757E2A5","True","True","","COMPLETE_CANDIDATE"
"creative-writing","creative-writing","SKILL_FRONT_MATTER","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\creative-writing","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\creative-writing\SKILL.md","45667DC6D0E68C5ADC60314824B2D431D76AF6D9F8DBA64EF9B92C7D9C3A9E75","True","C:\Users\Shadow\Documents\CLEMENT_STUDIO\09_Drive\Mega\skill\bibliotheque-900-skills-chatgpt\skills\creative-writing\manifest.json","6E9C34E98F16990DCBDFA76E1FF0992D39B59A4690DA5AEE47079CA0442C723A","True","True","","COMPLETE_CANDIDATE"
